,calories,time,link,name,description,query,ingredients,macros
267,249 ккал,1 д,https://1000.menu/cooking/28978-tort-s-cvetami-iz-krema,Торт с цветами из крема,"Вкусный, яркий и красивый торт для праздника!",торт,"['Пшеничная мука - 230 гр', 'Яйца - 4 шт.', 'Сахар - 230 гр', 'Сливочное масло - 80 гр', 'Молоко - 160 гр', 'Сода - 0.25 чайн.л.', 'Персики - 400 гр', 'Сливки жирные - 400 гр', 'Сахар - 4 стол.л.', 'Яичные белки - 2 шт.', 'Сахар - 160 гр', 'Вода - 60 мл', 'Лимонная кислота - 0.25 чайн.л.']","['Белки 8%', 'Жиры 23%', 'Углеводы 69%']"
268,301 ккал,2 ч 10 мин,https://1000.menu/cooking/25386-tort-iz-rybok-so-sgushchenkoi,Торт из рыбок со сгущенкой,Отличный вкусный нежный тортик сделаем в считанные минуты.,торт,"['Печенье - 400 гр', 'Сметана - 500 гр', 'Вареная сгущенка - 370 гр', 'Киви - 200 гр', 'Бананы - 200 гр', 'Грецкие орехи - 100 гр', 'Кокосовая стружка - 20 гр', 'Шоколад - 20 гр']","['Белки 9%', 'Жиры 30%', 'Углеводы 60%']"
269,451 ккал,40 мин,https://1000.menu/cooking/36239-tort-muravinaya-gorka-bez-yaic,Торт Муравьиная горка без яиц,Очень простое и вкусное лакомство к чаю!,торт,"['Мак пищевой - 10 гр', 'Пшеничная мука - 350 гр', 'Сливочное масло - 200 гр', 'Сметана - 100 гр', 'Разрыхлитель - 0.5 чайн.л.', 'Сливочное масло - 200 гр', 'Сгущенное молоко - 350 гр', 'Ванилин - 1 гр']","['Белки 8%', 'Жиры 43%', 'Углеводы 49%']"
270,293 ккал,1 д,https://1000.menu/cooking/39673-tort-s-izumom-i-orexami,Торт с изюмом и орехами,"Абсолютно невероятный, нежный. Скорее зовите гостей на чай!",торт,"['Яйца - 2 шт.', 'Сахар - 150 гр', 'Молоко - 180 мл', 'Пшеничная мука - 200 гр', 'Изюм - 200 гр', 'Грецкие орехи - 100 гр', 'Лимоны - 0.5 шт.', 'Сода - 0.3 чайн.л.', 'Коньяк - 3 стол.л.', 'Сливки жирные - 450 гр', 'Творожный сыр - 250 гр', 'Сахарная пудра - 4 стол.л.', 'Сливки жирные - 400 гр', 'Творожный сыр - 250 гр', 'Сахарная пудра - 4 стол.л.']","['Белки 10%', 'Жиры 40%', 'Углеводы 50%']"
271,282 ккал,1 д,https://1000.menu/cooking/60776-tort-nejnost-s-kremom-plombir,Торт Нежность с кремом пломбир,"Нежный, воздушный бисквит со вкусом лучшего мороженого!",торт,"['Пшеничная мука - 170 гр', 'Сахар - 120 гр', 'Яйца - 4 шт.', 'Разрыхлитель - 1.5 чайн.л.', 'Вода - 100 мл', 'Сахар - 50 гр', 'Лимонный сок - 2 стол.л.', 'Сливочное масло - 130 гр', 'Сахар - 120 гр', 'Яйца - 1 шт.', 'Пшеничная мука - 3 стол.л.', 'Ванильный сахар - 1 стол.л.', 'Сметана - 350 гр']","['Белки 10%', 'Жиры 29%', 'Углеводы 62%']"
272,211 ккал,2 ч,https://1000.menu/cooking/3131-blinnyi-tort-s-yagodami,Блинный торт с творожным кремом и ягодами на сковороде,Вся семья будет в восторге от такого десерта!,торт,"['Пшеничная мука - 2 стак.', 'Куриные яйца - 2 шт.', 'Молоко - 450 мл', 'Сахар - 3 стол.л.', 'Сливочное масло - 30 гр', 'Соль -  по вкусу', 'Сливочное масло - 120 гр', 'Сахарная пудра - 100 гр', 'Творог - 300 гр', 'Ягоды - 200 гр']","['Белки 17%', 'Жиры 28%', 'Углеводы 54%']"
273,363 ккал,1 д 12 ч,https://1000.menu/cooking/18450-tort-kinder-surpriz,Торт Киндер Сюрприз из мастики,Теперь такой торт сможет приготовить каждая мама! Радуйте малышей!,торт,"['Пшеничная мука - 5.5 стак.', 'Разрыхлитель - 1.5 стол.л.', 'Соль - 1 чайн.л.', 'Сахар - 3 стак.', 'Сливочное масло - 500 гр', 'Куриные яйца - 8 шт.', 'Молоко - 2 стак.', 'Сметана - 250 гр', 'Ванильный экстракт - 8 чайн.л.', 'Бельгийский шоколад - 500 гр', 'Сливки - 250 гр', 'Конфеты - 500 гр', 'Сахарный сироп - 200 мл', 'Мастика - 1000 гр', 'Крахмал - 1 стол.л.']","['Белки 7%', 'Жиры 23%', 'Углеводы 71%']"
274,355 ккал,6 ч,https://1000.menu/cooking/16525-tort-lego-nindzyago,Торт Лего Ниндзяго из мастики,"Угощение, которое придаст супер силы маленькому войну!",торт,"['Мастика - 1200 гр', 'Пищевой краситель - 10 гр', 'Пшеничная мука - 2 стак.', 'Яйца - 8 шт.', 'Сахар - 2 стак.', 'Сода - 1.5 чайн.л.', 'Ванильный сахар - 50 гр', 'Сливки - 500 гр', 'Сливочное масло - 200 гр', 'Вареная сгущенка - 400 гр']","['Белки 6%', 'Жиры 14%', 'Углеводы 81%']"
275,343 ккал,3 ч,https://1000.menu/cooking/86941-trufelnyi-tort,Трюфельный торт,Мегашоколадный и воздушный. Блаженство в каждом кусочке!,торт,"['Сахар - 180 гр', 'Пшеничная мука - 140 гр', 'Молоко - 100 мл', 'Вода - 100 мл', 'Растительное масло - 50 мл', 'Куриные яйца - 2 шт.', 'Какао - 4 стол.л.', 'Ванильный сахар - 1 чайн.л.', 'Разрыхлитель - 0.5 чайн.л.', 'Сода - 0.5 чайн.л.', 'Сливки - 500 мл', 'Горький шоколад - 300 гр', 'Молочный шоколад - 50 гр', 'Ром - 2 стол.л.', 'Сахар - 2 стол.л.']","['Белки 9%', 'Жиры 33%', 'Углеводы 58%']"
276,290 ккал,6 ч,https://1000.menu/cooking/24416-tort-shifonovyi,Торт шифоновый,"Легкий, вкусный, просто тает во рту. Райское наслаждение!",торт,"['Куриные яйца - 6 шт.', 'Сахар - 220 гр', 'Пшеничная мука - 200 гр', 'Вода - 175 мл', 'Растительное масло - 125 мл', 'Какао - 60 гр', 'Кофе растворимый - 10 гр', 'Разрыхлитель - 10 гр', 'Соль - 1 гр', 'Конфитюр - 100 гр', 'Шоколад - 50 гр', 'Молоко - 500 мл', 'Сливочное масло - 100 гр', 'Сахар - 100 гр', 'Пшеничная мука - 30 гр', 'Куриные яйца - 1 шт.', 'Горький шоколад - 80 гр', 'Сливки - 80 мл']","['Белки 10%', 'Жиры 31%', 'Углеводы 60%']"
277,295 ккал,1 д,https://1000.menu/cooking/75903-tort-s-chernikoi,Торт с черникой,"Нежный, невероятно вкусный, тает во рту! Мечта сладкоежек!",торт,"['Пшеничная мука - 150 гр', 'Какао - 20 гр', 'Сахар - 200 гр', 'Яйца - 1 шт.', 'Молоко - 100 мл', 'Растительное масло - 50 мл', 'Вода - 100 мл', 'Разрыхлитель - 1 чайн.л.', 'Сода - 0.5 чайн.л.', 'Ванилин -  по вкусу', 'Соль -  по вкусу', 'Маскарпоне - 100 гр', 'Сливки жирные - 75 мл', 'Сахарная пудра - 50 гр', 'Черника - 75 гр', 'Желатин - 5 гр', 'Творожный сыр - 400 гр', 'Маскарпоне - 100 гр', 'Сливки жирные - 200 мл', 'Сахарная пудра - 130 гр']","['Белки 8%', 'Жиры 35%', 'Углеводы 57%']"
278,231 ккал,5 ч,https://1000.menu/cooking/91366-tort-s-kremom-iz-rikotty-i-slivok,Торт с кремом из рикотты и сливок,"Пышный бисквит, нежнейший крем и кофейная пропитка! Налетай!",торт,"['Рисовая мука - 100 гр', 'Куриные яйца - 4 шт.', 'Сахар - 80 гр', 'Соль - 1 гр', 'Вода - 100 мл', 'Сахар - 100 гр', 'Кофе молотый - 2 чайн.л.', 'Рикотта - 500 гр', 'Сливки - 200 мл', 'Сахарная пудра - 60 гр']","['Белки 17%', 'Жиры 20%', 'Углеводы 63%']"
279,227 ккал,9 ч,https://1000.menu/cooking/50130-tort-bez-vypechki-s-jelatinom-smetanoi-i-fruktami,Торт без выпечки с желатином сметаной и фруктами,"Нарядный, желейный, яркий, очень вкусный и красивый!",торт,"['Сметана - 500 гр', 'Фрукты - 300 гр', 'Коржи бисквитные - 200 гр', 'Сахар - 200 гр', 'Желатин - 20 гр', 'Вода - 150 мл']","['Белки 9%', 'Жиры 22%', 'Углеводы 69%']"
280,263 ккал,2 ч 45 мин,https://1000.menu/cooking/11116-tvorojnyi-tort-s-persikami,Творожно сливочный торт,Шикарное угощение для праздничного стола! Понравится всем!,торт,"['Сахар - 140 гр', 'Пшеничная мука - 130 гр', 'Сливочное масло - 65 гр', 'Кукурузный крахмал - 30 гр', 'Куриные яйца - 4 шт.', 'Разрыхлитель - 1 чайн.л.', 'Творог - 400 гр', 'Сливки - 300 мл', 'Молоко - 200 мл', 'Сахар - 180 гр', 'Желатин - 16 гр', 'Яичные желтки - 4 шт.', 'Лимонный сок - 2 стол.л.', 'Ванильный сахар - 1 стол.л.', 'Соль - 0.2 гр', 'Сахарная пудра - 1 стол.л.']","['Белки 17%', 'Жиры 23%', 'Углеводы 60%']"
281,270 ккал,3 ч 30 мин,https://1000.menu/cooking/24955-tort-s-chernoi-smorodinoi,Бисквитный торт с черной смородиной,"Наивкуснейший, красивый, с оригинальным оформлением!",торт,"['Куриные яйца - 3 шт.', 'Соль - 0.25 чайн.л.', 'Сахар - 200 гр', 'Ванильный сахар - 1 чайн.л.', 'Сливочное масло - 100 гр', 'Растительное масло - 80 мл', 'Пшеничная мука - 350 гр', 'Разрыхлитель - 10 гр', 'Сода - 1 чайн.л.', 'Черная смородина - 300 гр', 'Грецкие орехи - 150 гр', 'Творог - 500 гр', 'Сметана - 250 гр', 'Сливки жирные - 300 мл', 'Сахарная пудра - 100 гр', 'Ванильный сахар - 1 чайн.л.', 'Черная смородина - 100 гр', 'Кукурузный крахмал - 1 чайн.л.', 'Сахар - 1 стол.л.', 'Чай - 0.7 стак.']","['Белки 15%', 'Жиры 38%', 'Углеводы 48%']"
282,272 ккал,2 д,https://1000.menu/cooking/85742-tort-mango-marakuiya,Торт манго маракуйя,Украсьте свой праздничный стол настоящим шедевром!,торт,"['Пшеничная мука - 210 гр', 'Яйца - 4 шт.', 'Сахар - 170 гр', 'Кокосовое молоко - 80 мл', 'Растительное масло - 40 гр', 'Кокосовая стружка - 15 гр', 'Разрыхлитель - 4 гр', 'Соль -  по вкусу', 'Белый шоколад - 100 гр', 'Манго - 45 гр', 'Сливки жирные - 40 гр', 'Манго - 140 гр', 'Сахар - 45 гр', 'Кукурузный крахмал - 5 гр', 'Желатин - 5 гр', 'Вода - 35 мл', 'Маракуйя - 100 гр', 'Кукурузный крахмал - 6 гр', 'Сахар - 20 гр', 'Творожный сыр - 300 гр', 'Сливки жирные - 60 гр', 'Сахарная пудра - 60 гр', 'Творожный сыр - 300 гр', 'Сливки жирные - 60 гр', 'Сахарная пудра - 60 гр']","['Белки 10%', 'Жиры 31%', 'Углеводы 59%']"
